path,control_profile,apply_safety_filter_to_final_control,apply_safety_filter_to_nominal_trajectory,apply_safety_filter_to_samples,cost_from_obstacles_or_BRT,mppi_samples,mppi_horizon,mppi_temperature,mppi_angvel_control_noise_mean,mppi_angvel_control_noise_stddev,mppi_initial_control_is_mean,save_samples,episode_id,init_state,goal_state,goal_state_threshold,timestep,trial_max_duration,brt_filename,safety_filter_type,safety_filter_value_threshold,dynamics_name,state_dim,state_labels,control_dim,control_labels,dynamics_linvel,dynamics_angvel_min,dynamics_angvel_max,Phi_terminal_state_cost_weights,Q_running_state_cost_weights,action_cost_weights,crashed,goal_reached,time_elapsed,total_cost,terminal_state,control_compute_time_avg,control_compute_time_std,relative_cost
experiments_nov_6_no_lookahead/exp_samples-0020_ep-099_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,50,5.0,0.0,4.0,False,False,99,"(3.39584, 0.380572, -2.78802)","(-2.963274, -4.241126, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,6.1000000000000005,134643.7569,"(-3.896238752141676, -3.038155188581927, 0.25286898947526293)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-099_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,50,5.0,0.0,4.0,False,False,99,"(3.39584, 0.380572, -2.78802)","(-2.963274, -4.241126, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,6.84,4660.67536,"(-3.006291964150209, -4.184268609449522, -0.7470140500950917)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-099_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,50,5.0,0.0,4.0,False,False,99,"(3.39584, 0.380572, -2.78802)","(-2.963274, -4.241126, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,6.72,74673.28304,"(-3.041147175565866, -4.2070026118372095, -0.8571812612906724)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-099_control-4,Shield MPPI,False,False,False,shield,20,50,5.0,0.0,4.0,False,False,99,"(3.39584, 0.380572, -2.78802)","(-2.963274, -4.241126, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,6.92,4741.62437,"(-3.0329854737305135, -4.174164055235429, -1.095206264329014)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-099_control-5,Sample-safe MPPI (our method),True,False,True,obs,20,50,5.0,0.0,4.0,False,False,99,"(3.39584, 0.380572, -2.78802)","(-2.963274, -4.241126, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,6.88,4750.71141,"(-3.015381395865507, -4.168051530654617, -0.883089241947407)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-000_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,50,5.0,0.0,4.0,False,False,0,"(4.5555, -2.182979, -3.079091)","(-2.965385, 0.077618, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.92,4201.63155,"(-2.9117636520467776, 0.019740395567008528, 2.5384844629788876)",False,False,1.0024013267231613
experiments_nov_6_no_lookahead/exp_samples-0060_ep-000_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,50,5.0,0.0,4.0,False,False,0,"(4.5555, -2.182979, -3.079091)","(-2.965385, 0.077618, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.92,4210.09483,"(-2.9137329769159797, 0.012826051461546303, 2.5751325419503477)",False,False,1.0044204478668108
experiments_nov_6_no_lookahead/exp_samples-0060_ep-000_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,60,50,5.0,0.0,4.0,False,False,0,"(4.5555, -2.182979, -3.079091)","(-2.965385, 0.077618, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.92,4201.63155,"(-2.9117636520467776, 0.019740395567008528, 2.5384844629788876)",False,False,1.0024013267231613
experiments_nov_6_no_lookahead/exp_samples-0060_ep-000_control-3,Filtered MPPI with BRT costs,True,False,False,brt,60,50,5.0,0.0,4.0,False,False,0,"(4.5555, -2.182979, -3.079091)","(-2.965385, 0.077618, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.92,4210.09483,"(-2.9137329769159797, 0.012826051461546303, 2.5751325419503477)",False,False,1.0044204478668108
experiments_nov_6_no_lookahead/exp_samples-0060_ep-000_control-4,Shield MPPI,False,False,False,shield,60,50,5.0,0.0,4.0,False,False,0,"(4.5555, -2.182979, -3.079091)","(-2.965385, 0.077618, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.92,4206.13482,"(-2.8983098985374283, 0.033065708653214516, 2.579893817406476)",False,False,1.0034756912334413
experiments_nov_6_no_lookahead/exp_samples-0060_ep-000_control-5,Sample-safe MPPI (our method),True,False,True,obs,60,50,5.0,0.0,4.0,False,False,0,"(4.5555, -2.182979, -3.079091)","(-2.965385, 0.077618, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.92,4191.56623,"(-2.906977982909898, 0.035382830957253024, 2.5069309307694665)",False,False,1.0
experiments_nov_6_no_lookahead/exp_samples-0060_ep-001_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,50,5.0,0.0,4.0,False,False,1,"(-4.158205, -3.151707, -1.37235)","(1.307028, 3.911144, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,1.68,7153.45004,"(-1.4713330056718334, -4.978280994519281, -0.6549681989759697)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-001_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,50,5.0,0.0,4.0,False,False,1,"(-4.158205, -3.151707, -1.37235)","(1.307028, 3.911144, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,38131.02608,"(1.5266000727491482, 1.5171097538926381, 2.5042458002627566)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-001_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,60,50,5.0,0.0,4.0,False,False,1,"(-4.158205, -3.151707, -1.37235)","(1.307028, 3.911144, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,7.46,13490.73905,"(1.2327474031082808, 3.8508025085309505, 0.10894586375289927)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-001_control-3,Filtered MPPI with BRT costs,True,False,False,brt,60,50,5.0,0.0,4.0,False,False,1,"(-4.158205, -3.151707, -1.37235)","(1.307028, 3.911144, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,38131.02608,"(1.5266000727491482, 1.5171097538926381, 2.5042458002627566)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-001_control-4,Shield MPPI,False,False,False,shield,60,50,5.0,0.0,4.0,False,False,1,"(-4.158205, -3.151707, -1.37235)","(1.307028, 3.911144, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,53459.29267,"(1.410648588277922, 0.4130131315101539, 1.6240779660577385)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-001_control-5,Sample-safe MPPI (our method),True,False,True,obs,60,50,5.0,0.0,4.0,False,False,1,"(-4.158205, -3.151707, -1.37235)","(1.307028, 3.911144, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,10.700000000000001,13095.07511,"(1.3617418082705004, 3.8338348152303383, 2.8542102074293014)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-002_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,50,5.0,0.0,4.0,False,False,2,"(3.869456, -2.549634, 2.587896)","(-2.242927, -4.24007, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,6.1000000000000005,8681.33192,"(4.926303467206386, -0.3414321419603592, 1.723574573653167)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-002_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,50,5.0,0.0,4.0,False,False,2,"(3.869456, -2.549634, 2.587896)","(-2.242927, -4.24007, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,4.98,26146.49117,"(4.0789040329047825, -1.657127168805263, 1.299832021302512)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-002_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,60,50,5.0,0.0,4.0,False,False,2,"(3.869456, -2.549634, 2.587896)","(-2.242927, -4.24007, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,9.98,12419.31044,"(-2.2090476926526654, -4.184617030006893, -2.5218329162546556)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-002_control-3,Filtered MPPI with BRT costs,True,False,False,brt,60,50,5.0,0.0,4.0,False,False,2,"(3.869456, -2.549634, 2.587896)","(-2.242927, -4.24007, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,9.4,31472.05949,"(-2.1530687052644217, -4.198822322785792, -2.411699434359006)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-002_control-4,Shield MPPI,False,False,False,shield,60,50,5.0,0.0,4.0,False,False,2,"(3.869456, -2.549634, 2.587896)","(-2.242927, -4.24007, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,19.5,22409.0137,"(-2.176361513627581, -4.22340374860502, -2.5225413463233224)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-002_control-5,Sample-safe MPPI (our method),True,False,True,obs,60,50,5.0,0.0,4.0,False,False,2,"(3.869456, -2.549634, 2.587896)","(-2.242927, -4.24007, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,10.200000000000001,12698.73199,"(-2.172910856040513, -4.2101832259998515, -2.234187277059928)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-003_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,50,5.0,0.0,4.0,False,False,3,"(2.390616, -4.271834, -1.316366)","(0.891258, 4.024178, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,1.54,6445.40518,"(4.963977256472013, -3.8698342169547377, 1.1526820585849364)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-003_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,50,5.0,0.0,4.0,False,False,3,"(2.390616, -4.271834, -1.316366)","(0.891258, 4.024178, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,15.280000000000001,69928.1128,"(0.9591204299612269, 3.9592395050606433, 2.9974471959274025)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-003_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,60,50,5.0,0.0,4.0,False,False,3,"(2.390616, -4.271834, -1.316366)","(0.891258, 4.024178, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,26065.96974,"(-0.5209622568511377, 3.9970539379131447, 0.7893665114214423)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-003_control-3,Filtered MPPI with BRT costs,True,False,False,brt,60,50,5.0,0.0,4.0,False,False,3,"(2.390616, -4.271834, -1.316366)","(0.891258, 4.024178, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,15.26,29937.48827,"(0.9293106744230106, 3.9389675330279923, 2.928575873227663)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-003_control-4,Shield MPPI,False,False,False,shield,60,50,5.0,0.0,4.0,False,False,3,"(2.390616, -4.271834, -1.316366)","(0.891258, 4.024178, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,16.580000000000002,21306.8377,"(0.9903011482708017, 4.015320165902038, 2.2942604007682323)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-003_control-5,Sample-safe MPPI (our method),True,False,True,obs,60,50,5.0,0.0,4.0,False,False,3,"(2.390616, -4.271834, -1.316366)","(0.891258, 4.024178, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,6.36,11420.41295,"(0.8277749339007908, 4.045447061230006, 0.2841102731508789)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-004_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,50,5.0,0.0,4.0,False,False,4,"(3.963613, -2.22393, 2.41017)","(1.022783, 3.777856, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,3.74,5205.63067,"(-1.5492222124117467, 1.5001210658518465, 1.8993146949297124)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-004_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,50,5.0,0.0,4.0,False,False,4,"(3.963613, -2.22393, 2.41017)","(1.022783, 3.777856, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,0.22,60515.51274,"(3.623889538491131, -1.8859474022134877, 2.2189087376799588)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-004_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,60,50,5.0,0.0,4.0,False,False,4,"(3.963613, -2.22393, 2.41017)","(1.022783, 3.777856, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,6.48,6604.37297,"(0.9246794573631355, 3.781463480815831, 0.3396064817452831)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-004_control-3,Filtered MPPI with BRT costs,True,False,False,brt,60,50,5.0,0.0,4.0,False,False,4,"(3.963613, -2.22393, 2.41017)","(1.022783, 3.777856, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,13.16,61390.79781,"(1.0887697799194396, 3.7308422734043827, 3.040304921369647)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-004_control-4,Shield MPPI,False,False,False,shield,60,50,5.0,0.0,4.0,False,False,4,"(3.963613, -2.22393, 2.41017)","(1.022783, 3.777856, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,23422.48913,"(0.9038915371222153, -0.9763575484054666, -2.5478235075525415)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-004_control-5,Sample-safe MPPI (our method),True,False,True,obs,60,50,5.0,0.0,4.0,False,False,4,"(3.963613, -2.22393, 2.41017)","(1.022783, 3.777856, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,9.9,5514.03084,"(1.0136224076461096, 3.869951761297712, -0.26318471750896144)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-005_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,50,5.0,0.0,4.0,False,False,5,"(-0.289374, 4.259225, -2.712646)","(4.136811, -2.411029, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,3.14,11466.79126,"(-4.933504713784193, 0.8293535148540565, -1.4565669417003104)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-005_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,50,5.0,0.0,4.0,False,False,5,"(-0.289374, 4.259225, -2.712646)","(4.136811, -2.411029, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,7.74,18191.34432,"(4.053788626143118, -2.416863369483024, -0.046899283520986046)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-005_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,60,50,5.0,0.0,4.0,False,False,5,"(-0.289374, 4.259225, -2.712646)","(4.136811, -2.411029, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,13.6,18709.25624,"(4.1189078591374475, -2.4926783474824568, 1.5534486432849182)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-005_control-3,Filtered MPPI with BRT costs,True,False,False,brt,60,50,5.0,0.0,4.0,False,False,5,"(-0.289374, 4.259225, -2.712646)","(4.136811, -2.411029, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,7.74,18191.34432,"(4.053788626143118, -2.416863369483024, -0.046899283520986046)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-005_control-4,Shield MPPI,False,False,False,shield,60,50,5.0,0.0,4.0,False,False,5,"(-0.289374, 4.259225, -2.712646)","(4.136811, -2.411029, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,7.9,18856.23909,"(4.091467260131298, -2.3374742764111507, -0.004527047944039797)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-005_control-5,Sample-safe MPPI (our method),True,False,True,obs,60,50,5.0,0.0,4.0,False,False,5,"(-0.289374, 4.259225, -2.712646)","(4.136811, -2.411029, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,4.58,5661.86266,"(4.193137365861602, -2.3633077543628898, -1.836438278726425)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-006_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,50,5.0,0.0,4.0,False,False,6,"(3.905899, -2.177434, 0.887898)","(-2.122111, -4.203732, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,1.06,2899.30961,"(4.9469335878195215, -0.3345320890770252, 1.5244655573067796)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-006_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,50,5.0,0.0,4.0,False,False,6,"(3.905899, -2.177434, 0.887898)","(-2.122111, -4.203732, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,4.58,5565.88269,"(-2.0806625460039543, -4.123157302873735, -2.3388370653507877)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-006_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,60,50,5.0,0.0,4.0,False,False,6,"(3.905899, -2.177434, 0.887898)","(-2.122111, -4.203732, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,4.9,6530.61407,"(-2.084182383536723, -4.133722907537638, -2.3437524245597565)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-006_control-3,Filtered MPPI with BRT costs,True,False,False,brt,60,50,5.0,0.0,4.0,False,False,6,"(3.905899, -2.177434, 0.887898)","(-2.122111, -4.203732, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,4.58,5565.88269,"(-2.0806625460039543, -4.123157302873735, -2.3388370653507877)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0060_ep-006_control-4,Shield MPPI,False,False,False,shield,60,50,5.0,0.0,4.0,False,False,6,"(3.905899, -2.177434, 0.887898)","(-2.122111, -4.203732, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,4.88,6491.90722,"(-2.0876650434694635, -4.131861660885937, -2.3003119925244)",False,False,
