path,control_profile,apply_safety_filter_to_final_control,apply_safety_filter_to_nominal_trajectory,apply_safety_filter_to_samples,cost_from_obstacles_or_BRT,mppi_samples,mppi_horizon,mppi_temperature,mppi_angvel_control_noise_mean,mppi_angvel_control_noise_stddev,mppi_initial_control_is_mean,save_samples,episode_id,init_state,goal_state,goal_state_threshold,timestep,trial_max_duration,brt_filename,safety_filter_type,safety_filter_value_threshold,dynamics_name,state_dim,state_labels,control_dim,control_labels,dynamics_linvel,dynamics_angvel_min,dynamics_angvel_max,Phi_terminal_state_cost_weights,Q_running_state_cost_weights,action_cost_weights,crashed,goal_reached,time_elapsed,total_cost,terminal_state,control_compute_time_avg,control_compute_time_std,relative_cost
experiments_nov_6_no_lookahead/exp_samples-0020_ep-000_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,50,5.0,0.0,4.0,False,False,0,"(4.5555, -2.182979, -3.079091)","(-2.965385, 0.077618, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.94,4264.07766,"(-2.9042715372422188, 0.06517985612917976, 2.5165649472691696)",False,False,1.0025761387749645
experiments_nov_6_no_lookahead/exp_samples-0020_ep-000_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,50,5.0,0.0,4.0,False,False,0,"(4.5555, -2.182979, -3.079091)","(-2.965385, 0.077618, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.92,4280.79264,"(-2.8903463691723834, 0.02251789633045923, 2.642611359242201)",False,False,1.0065061891737417
experiments_nov_6_no_lookahead/exp_samples-0020_ep-000_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,50,5.0,0.0,4.0,False,False,0,"(4.5555, -2.182979, -3.079091)","(-2.965385, 0.077618, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.94,4264.07766,"(-2.9042715372422188, 0.06517985612917976, 2.5165649472691696)",False,False,1.0025761387749645
experiments_nov_6_no_lookahead/exp_samples-0020_ep-000_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,50,5.0,0.0,4.0,False,False,0,"(4.5555, -2.182979, -3.079091)","(-2.965385, 0.077618, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.92,4280.79264,"(-2.8903463691723834, 0.02251789633045923, 2.642611359242201)",False,False,1.0065061891737417
experiments_nov_6_no_lookahead/exp_samples-0020_ep-000_control-4,Shield MPPI,False,False,False,shield,20,50,5.0,0.0,4.0,False,False,0,"(4.5555, -2.182979, -3.079091)","(-2.965385, 0.077618, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.92,4271.43379,"(-2.888156595236053, 0.022843145445357278, 2.5508609740814947)",False,False,1.0043057227553198
experiments_nov_6_no_lookahead/exp_samples-0020_ep-000_control-5,Sample-safe MPPI (our method),True,False,True,obs,20,50,5.0,0.0,4.0,False,False,0,"(4.5555, -2.182979, -3.079091)","(-2.965385, 0.077618, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.92,4253.12103,"(-2.8853898053506635, 0.0436057020850298, 2.4974283638753807)",False,False,1.0
experiments_nov_6_no_lookahead/exp_samples-0020_ep-001_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,50,5.0,0.0,4.0,False,False,1,"(-4.158205, -3.151707, -1.37235)","(1.307028, 3.911144, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,1.68,7285.78986,"(-1.4605439616093185, -4.966235350352648, -0.422793210679012)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-001_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,50,5.0,0.0,4.0,False,False,1,"(-4.158205, -3.151707, -1.37235)","(1.307028, 3.911144, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,13.98,204508.05189,"(4.325170405644265, -0.45090940423475334, 2.7092781678479483)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-001_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,50,5.0,0.0,4.0,False,False,1,"(-4.158205, -3.151707, -1.37235)","(1.307028, 3.911144, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,36096.55439,"(-1.2603691217398398, 2.972824031069008, 3.109734569551133)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-001_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,50,5.0,0.0,4.0,False,False,1,"(-4.158205, -3.151707, -1.37235)","(1.307028, 3.911144, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,50051.70921,"(-3.287027835289365, 0.21567030412378793, -0.4758565640511798)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-001_control-4,Shield MPPI,False,False,False,shield,20,50,5.0,0.0,4.0,False,False,1,"(-4.158205, -3.151707, -1.37235)","(1.307028, 3.911144, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,50154.47751,"(-4.285421707512107, 2.133023456572609, -2.5578461520690188)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-001_control-5,Sample-safe MPPI (our method),True,False,True,obs,20,50,5.0,0.0,4.0,False,False,1,"(-4.158205, -3.151707, -1.37235)","(1.307028, 3.911144, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,6.16,11752.76649,"(1.2364670721433204, 3.9639481475115184, -0.19105710553562982)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-002_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,50,5.0,0.0,4.0,False,False,2,"(3.869456, -2.549634, 2.587896)","(-2.242927, -4.24007, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,2.16,2351.4965,"(-0.23285740154793905, -3.173963225116425, 2.8666144939060754)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-002_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,50,5.0,0.0,4.0,False,False,2,"(3.869456, -2.549634, 2.587896)","(-2.242927, -4.24007, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,33338.93258,"(-1.111517238070081, -2.733901138883647, -2.0999631942944545)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-002_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,50,5.0,0.0,4.0,False,False,2,"(3.869456, -2.549634, 2.587896)","(-2.242927, -4.24007, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,53892.15767,"(-2.4228395573806885, -1.3527845516299117, -1.378984957022898)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-002_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,50,5.0,0.0,4.0,False,False,2,"(3.869456, -2.549634, 2.587896)","(-2.242927, -4.24007, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,33338.93258,"(-1.111517238070081, -2.733901138883647, -2.0999631942944545)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-002_control-4,Shield MPPI,False,False,False,shield,20,50,5.0,0.0,4.0,False,False,2,"(3.869456, -2.549634, 2.587896)","(-2.242927, -4.24007, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,20692.44531,"(-2.41782018986566, 2.3532462837222843, 0.09500790756347532)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-002_control-5,Sample-safe MPPI (our method),True,False,True,obs,20,50,5.0,0.0,4.0,False,False,2,"(3.869456, -2.549634, 2.587896)","(-2.242927, -4.24007, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,20310.56968,"(0.7571125136036574, -3.099202273727941, -2.3307497816998453)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-003_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,50,5.0,0.0,4.0,False,False,3,"(2.390616, -4.271834, -1.316366)","(0.891258, 4.024178, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,1.62,6845.31109,"(5.005147777062133, -3.8711272389793896, 0.9132711985469095)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-003_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,50,5.0,0.0,4.0,False,False,3,"(2.390616, -4.271834, -1.316366)","(0.891258, 4.024178, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,29471.1787,"(-3.0240979671066834, 0.08599069300726181, -0.569994086170821)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-003_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,50,5.0,0.0,4.0,False,False,3,"(2.390616, -4.271834, -1.316366)","(0.891258, 4.024178, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,9.8,17990.76718,"(0.8582491081744387, 3.9393403178268893, 0.5388990576981083)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-003_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,50,5.0,0.0,4.0,False,False,3,"(2.390616, -4.271834, -1.316366)","(0.891258, 4.024178, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,29471.1787,"(-3.0240979671066834, 0.08599069300726181, -0.569994086170821)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-003_control-4,Shield MPPI,False,False,False,shield,20,50,5.0,0.0,4.0,False,False,3,"(2.390616, -4.271834, -1.316366)","(0.891258, 4.024178, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,16.080000000000002,21778.74104,"(0.9666268076740935, 3.988960660523408, 2.265882487763518)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-003_control-5,Sample-safe MPPI (our method),True,False,True,obs,20,50,5.0,0.0,4.0,False,False,3,"(2.390616, -4.271834, -1.316366)","(0.891258, 4.024178, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,6.4,11677.99179,"(0.794004305947575, 4.019251206715933, 0.21227273896578192)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-004_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,50,5.0,0.0,4.0,False,False,4,"(3.963613, -2.22393, 2.41017)","(1.022783, 3.777856, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,0.2,472.98986,"(3.6685008470421927, -1.8987808262813097, 2.2028032092115613)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-004_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,50,5.0,0.0,4.0,False,False,4,"(3.963613, -2.22393, 2.41017)","(1.022783, 3.777856, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,0.2,60478.72321,"(3.6630519782988773, -1.9046466613257298, 2.1763503507860253)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-004_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,50,5.0,0.0,4.0,False,False,4,"(3.963613, -2.22393, 2.41017)","(1.022783, 3.777856, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,27887.31291,"(-2.3395290465857386, 2.7726323942233435, -2.898647020377655)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-004_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,50,5.0,0.0,4.0,False,False,4,"(3.963613, -2.22393, 2.41017)","(1.022783, 3.777856, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,7.68,39300.86615,"(0.9408826574317726, 3.793944450267488, 0.41043226462675353)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-004_control-4,Shield MPPI,False,False,False,shield,20,50,5.0,0.0,4.0,False,False,4,"(3.963613, -2.22393, 2.41017)","(1.022783, 3.777856, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,28260.97871,"(1.257953822985575, -2.286753344902011, 1.3635871131017678)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-004_control-5,Sample-safe MPPI (our method),True,False,True,obs,20,50,5.0,0.0,4.0,False,False,4,"(3.963613, -2.22393, 2.41017)","(1.022783, 3.777856, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,9.64,6028.57763,"(1.0505581806580355, 3.7022836166519677, 3.0641066128063024)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-005_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,50,5.0,0.0,4.0,False,False,5,"(-0.289374, 4.259225, -2.712646)","(4.136811, -2.411029, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,3.12,11496.28753,"(-4.891497548716374, 0.8343693794592993, -1.6049166589173394)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-005_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,50,5.0,0.0,4.0,False,False,5,"(-0.289374, 4.259225, -2.712646)","(4.136811, -2.411029, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,7.7,18204.58518,"(4.049370074923844, -2.4471285199895236, -0.008807272129158328)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-005_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,50,5.0,0.0,4.0,False,False,5,"(-0.289374, 4.259225, -2.712646)","(4.136811, -2.411029, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,7.58,17503.69576,"(4.042545918954625, -2.4138618708257895, -0.27528836305977755)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-005_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,50,5.0,0.0,4.0,False,False,5,"(-0.289374, 4.259225, -2.712646)","(4.136811, -2.411029, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,7.7,18204.58518,"(4.049370074923844, -2.4471285199895236, -0.008807272129158328)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-005_control-4,Shield MPPI,False,False,False,shield,20,50,5.0,0.0,4.0,False,False,5,"(-0.289374, 4.259225, -2.712646)","(4.136811, -2.411029, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,39823.85883,"(-4.778966313447026, -3.49071046469869, 0.9092904195739546)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-005_control-5,Sample-safe MPPI (our method),True,False,True,obs,20,50,5.0,0.0,4.0,False,False,5,"(-0.289374, 4.259225, -2.712646)","(4.136811, -2.411029, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,4.62,5832.09353,"(4.217622806809547, -2.384059036127331, -1.8282400003614867)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-006_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,50,5.0,0.0,4.0,False,False,6,"(3.905899, -2.177434, 0.887898)","(-2.122111, -4.203732, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,1.06,2885.63556,"(4.9525258184881995, -0.3272057811856943, 1.4994711115434267)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-006_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,50,5.0,0.0,4.0,False,False,6,"(3.905899, -2.177434, 0.887898)","(-2.122111, -4.203732, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,13.74,92149.48697,"(0.7430912650988744, -2.9575112344387624, 0.9935454584311518)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-006_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,50,5.0,0.0,4.0,False,False,6,"(3.905899, -2.177434, 0.887898)","(-2.122111, -4.203732, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,4.9,6559.35811,"(-2.103609196644666, -4.131944130458532, -2.443566748414152)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-006_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,50,5.0,0.0,4.0,False,False,6,"(3.905899, -2.177434, 0.887898)","(-2.122111, -4.203732, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,51542.94736,"(-1.3967153999996507, -3.145052933600156, -2.1280623679276256)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-006_control-4,Shield MPPI,False,False,False,shield,20,50,5.0,0.0,4.0,False,False,6,"(3.905899, -2.177434, 0.887898)","(-2.122111, -4.203732, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,4.92,6650.07547,"(-2.0434749466876556, -4.166338720493513, -2.4048621201843776)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-006_control-5,Sample-safe MPPI (our method),True,False,True,obs,20,50,5.0,0.0,4.0,False,False,6,"(3.905899, -2.177434, 0.887898)","(-2.122111, -4.203732, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,4.6000000000000005,5651.3391,"(-2.076421731899879, -4.123859102079144, -2.260541482152831)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-007_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,50,5.0,0.0,4.0,False,False,7,"(0.651467, -4.162446, 0.683753)","(1.060588, 3.963682, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,3.38,4826.14919,"(1.5798398892474699, 2.3959132843848034, 0.9929727484818853)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-007_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,50,5.0,0.0,4.0,False,False,7,"(0.651467, -4.162446, 0.683753)","(1.060588, 3.963682, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,25408.08646,"(0.4313201622709739, -1.3568116471432419, -0.1832211279362057)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-007_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,50,5.0,0.0,4.0,False,False,7,"(0.651467, -4.162446, 0.683753)","(1.060588, 3.963682, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,24900.63211,"(0.875431867930983, -1.3527275415106492, -0.49071577460263516)",False,False,
experiments_nov_6_no_lookahead/exp_samples-0020_ep-007_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,50,5.0,0.0,4.0,False,False,7,"(0.651467, -4.162446, 0.683753)","(1.060588, 3.963682, 0.0)",0.1,0.02,20.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.004,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",2.0,-3.0,3.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,19.98,25408.08646,"(0.4313201622709739, -1.3568116471432419, -0.1832211279362057)",False,False,
